"","Title","Action","Name","Start.Date","Score","File"
"1452","Chancen- und Risikomanagement einer Hochschule","BM0606","Caroline Brüesch",2012-01-01,0.0763878945,"projekt-detail_613"
"1453","CitSensBio","TD1001","",2012-01-01,0.2485111395,"projekt-detail_614"
"1454","EMI (English-Medium Instruction) in BSc Environmental Sciences (2012-2014)","IC1407","Patrick Studer",2012-01-01,0.1197688425,"projekt-detail_615"
"1455","Entwicklung eines Expertensystems fr das Management von Grnrumen ber ihren gesamten Lebenszyklus","ES0803","Florian Brack",2012-01-01,0.1338312881,"projekt-detail_616"
"1456","Entwicklung und Markteinfhrung eines Marker-freien Affinittsmessgertes mit hchster Empfindlichkeit","CM0804","Christiane Zaborosch",2012-01-01,0.1141571192,"projekt-detail_617"
"1457","expert-match","IC1002","",NA,0.3321117002,"projekt-detail_618"
"1458","Faunistische Biodiversitt in Lawinenzgen","ES1404","Jürg Schlegel",2012-01-01,0.0934403295,"projekt-detail_619"
"1459","Foresight-Studie fr den Kanton Aargau als Grundlage fr die Erarbeitung des neuen Entwicklungleitbildes 2013-2022","TU0903","Caroline Brüesch",2012-01-01,0.0479974812,"projekt-detail_620"
"1460","Innovation im Bahnbetrieb durch die Railtransport-Service Environment (RTSE)","TU1004","Raimond Wüst",2012-01-01,0.0835332701,"projekt-detail_621"
"1461","INTERSIM","TU0903","Markus Thaler",2012-01-01,0.180552094,"projekt-detail_622"
"1462","Kennzahlenvergleich","IS0605","Fabian Danko",2012-01-01,0.1121430884,"projekt-detail_623"
"1463","mobile response","TU0804","Erlemann Jennifer",2012-01-01,0.2144900469,"projekt-detail_624"
"1464","MOBILITY LAKE","IS1204","Merja Hoppe",2012-01-01,0.2356189382,"projekt-detail_625"
"1465","Physical activity promotion in the elderly","MP1210","",NA,0.1630516685,"projekt-detail_627"
"1466","PhytFire: Phytosanitary diagnostic on-site detection and epidemiology tools for Erwinia amylovora","TU0904","Brion Duffy",2012-01-01,0.201684282,"projekt-detail_628"
"1467","Planungsverfahren stdtebauliche Quartierentwicklungsleitbilder","TD1106","Peter Jenni",2012-01-01,0.304309696,"projekt-detail_629"
"1468","Report on the Enhancement of Public Sector Financial Management (REPF) of the Republic of Kazakhstan","IS1310","Andreas Bergmann",2012-01-01,0.0792064121,"projekt-detail_632"
"1469","Sensoren fr Single-Use Bioreaktoren","IS1007","Caspar Demuth",2012-01-01,0.1237340614,"projekt-detail_633"
"1470","SoE Projekt MPIG","CM0805","Rudolf M. Füchslin",2012-01-01,0.109566211,"projekt-detail_634"
"1471","SpitalPuls 2012","IS0903","Alfred Angerer",2012-01-01,0.1080681601,"projekt-detail_635"
"1472","Summer School &quot;Geography of Food&quot;","TD1106","Thomas Bratschi ",2012-01-01,0.0840333175,"projekt-detail_636"
"1473","Swiss Agile Study","IC1201","Andreas Meier",2012-01-01,0.2061252852,"projekt-detail_637"
"1474","Swiss Corporate Sustainability Survey","IC0902","Verena Berger",2012-01-01,0.1420373337,"projekt-detail_638"
"1475","Swiss National Science Foundation (SNF) Scopes &quot;Implementing state-of-the-art didactics/ methods and research tools in academic teaching&quot;","IS0703","",NA,0.0693942452,"projekt-detail_639"
"1476","Swiss network project: &quot;Photoelectrochemistry Competence Center (PECHOUSE/HyTech)&quot;","TU1401","Jürgen Schumacher",2012-01-01,0.3364946753,"projekt-detail_640"
"1477","Testing a new method for characterization and optimization of the adhesion strength of ceramic and metallic coatings","TD0906","Yasser Safa",2012-01-01,0.3309021917,"projekt-detail_641"
"1478","The ICCLab Cluster","IS0605","Andy Edmonds",2012-01-01,0.1192813851,"projekt-detail_642"
"1479","Toolkit Maligne Wunden (Toolkit malignant fungating wound)","FP0804","Sebastian Probst",2012-01-01,0.1775324256,"projekt-detail_643"
"1480","Aktivittsfrdernde Interaktion im neurologischen Gangtraining","IC1002","",2011-12-01,0.0896941614,"projekt-detail_644"
"1481","Antibody discovery for therapy of pain","TD1005","Jack Rohrer",2011-12-01,0.2799429171,"projekt-detail_645"
"1482","Development and Validation of the Protective Reaction Assessment for People over Seventy","BM1402","Karin Niedermann",2011-12-01,0.1053780349,"projekt-detail_646"
"1483","Integrative Bepflanzung fr den Indoorbereich von Alterszentren in Kombination mit pflanzengesttzter Gesundheits- und Krankenpflege","FA1006","Lorenz Imhof",2011-12-01,0.1253061319,"projekt-detail_647"
"1484","Magnetgelagerte SU Zentrifugalpumpe","TU0905","Dieter Eibl",2011-12-01,0.1017466454,"projekt-detail_648"
"1485","NetSense","TU0702","Bernhard Tellenbach",2011-12-01,0.1573729254,"projekt-detail_649"
"1486","Thermokunststein","TU0901","Roland Rossmaier",2011-12-01,0.243698053,"projekt-detail_650"
"1487","Home Program for Secondary Hip Fracture Prevention","ES1305","Fabian Rast",2011-11-16,0.113013343,"projekt-detail_651"
"1488","Filmportrts fur ZHAW-Jahresbericht 2011","IS1202","Aleksandra Gnach",2011-11-12,0.0983410757,"projekt-detail_652"
"1489","Anwendbarkeit und Grenzen des Oxford Foot Models in der Orthopdie","IC0906","Sarah Schelldorfer",2011-11-01,0.065125902,"projekt-detail_654"
"1490","Diskussionspapier: Abbildungsmglichkeiten der Erhebungen CEDAM","FP0901","Armin Bänziger",2011-11-01,0.1114253527,"projekt-detail_655"
"1491","Evaluation Case Management zur beruflichen Integration von anerkannten und vorlufig aufgenommenen Flchtlingen","TU0804","Sylvie Kobi",2011-11-01,0.0854668224,"projekt-detail_656"
"1492","Evaluation Jucomo","IS0603","Sylvie Kobi",2011-11-01,0.1104505782,"projekt-detail_657"
"1493","Green Roof course","TU1104","Nathalie Baumann",2011-11-01,0.0987849147,"projekt-detail_658"
"1494","Husliche Pflege durch Care Migrantinnen","IS0603","Heidi Petry",2011-11-01,0.3131192615,"projekt-detail_659"
"1495","Herausforderungen bei der Erfllung staatlicher Aufgaben in einem heterogenen Kundenumfeld","IC0805","Barbara Stoelker Reithaar",2011-11-01,0.1486655008,"projekt-detail_660"
"1496","HTA Hand Transplantation","TU1103","Urs Brügger",2011-11-01,0.0859407552,"projekt-detail_661"
"1497","Industriehanf und andere Bastfasern als nachhaltige Ergnzung und Alternative zur Baumwolle","FP1205","Rolf Krebs",2011-11-01,0.1486805239,"projekt-detail_662"
"1498","Medienresonanzanalyse ZHAW 2012","IS0906","Carmen Koch",2011-11-01,0.1366698848,"projekt-detail_664"
"1499","Mitarbeitendenbefragung","TD1210","Barbara Stoelker Reithaar",2011-11-01,0.077284077,"projekt-detail_665"
"1500","Studentischer Online-Ideenwettbewerb zum Thema Nachhaltigkeit","IS0703","Jennifer Erlemann",2011-11-01,0.0709303258,"projekt-detail_666"
"1501","Erarbeitung IT-Strategie IT-Prozesse und verschiedene IT-Konzepte  fr eine Baugenossenschaft","IS0605","Clemente Minonne",2011-10-25,0.1205791438,"projekt-detail_667"
"1502","Nachbearbeitung von Grgut","FA1005","Urs Baier",2011-10-25,0.1595912656,"projekt-detail_668"
"1503","Aufbau der Methodik zur Identifizierung und Charakterisierung der dominanten Mikroorganismen-Flora der Kakaobohnenfermentation","FA1405","Susanne Miescher Schwenninger",2011-10-01,0.0421332756,"projekt-detail_669"
"1504","Aufwertung Waldlehrpfad Kaltbrunn","FP1201","Stefan Forster",2011-10-01,0.1138451895,"projekt-detail_670"
"1505","Entscheidungsprozesse bei Komplikationen whrend Haus- und Geburtshausgeburten","IS1405","",2011-10-01,0.1337475158,"projekt-detail_672"
"1506","Evaluation hhenverstellbare Sanitranlagen im APH Hinwil","IS1408","Lorenz Imhof",2011-10-01,0.0899617654,"projekt-detail_673"
"1507","Kosten- und Erls-Situation bei neuer Verabreichungsform","CM1307","Holger Auerbach",2011-10-01,0.1243346071,"projekt-detail_674"
"1508","Hydrothermale Carbonisierung als Alternative zur thermalen Trocknung von Klrschlamm","ES1202","Rolf Krebs",2011-10-01,0.1270643609,"projekt-detail_675"
"1509","Multiplikatoreffekte und Added Value von FM Services","IS1202","Daniel von Felten",2011-10-01,0.1809204248,"projekt-detail_676"
"1510","kologisches Potential auf Golfanlagen","ES1305","Martin Wyttenbach",2011-10-01,0.0904454963,"projekt-detail_677"
"1511","Optimierung der Steuerungsmechansimen in Organisationen","IC0701","Nicoline Scheidegger",2011-10-01,0.1945474832,"projekt-detail_678"
"1512","OPTIMISM","TU1305","Merja Hoppe",2011-10-01,0.3192357669,"projekt-detail_679"
"1513","Perspektiven von wissenschaftlichen Mitarbeiterinnen und Mitarbeitern an Fachhochschulen","IS1409","Nadja Ramsauer",2011-10-01,0.0712745479,"projekt-detail_680"
"1514","Phraseologie","IC1207","Prof. Dr. habil. Ulla Kleinberger",2011-10-01,0.1137576083,"projekt-detail_681"
"1515","Spiel- und Bewegungsfreundliche Quartiere/Ortschaften fr Kinder und Jugendliche","IS1406","Reto Hagenbuch",2011-10-01,0.2137103488,"projekt-detail_683"
"1516","Themenanalyse fr Stadt Winterthur","TU1204","Holger Auerbach",2011-10-01,0.305458817,"projekt-detail_684"
"1517","ESF-Workshop (2011)","IS1006","Jörg Keller",2011-09-09,0.1732115877,"projekt-detail_686"
"1518","Active Labels","FP1405","Selcuk Yildirim",2011-09-01,0.2520398817,"projekt-detail_687"
"1519","Evaluation des Mitarbeitermagazins von Raiffeisen","TU0804","Carmen Koch",2011-09-01,0.1564342641,"projekt-detail_688"
"1520","Entwicklung Tarifsystem stationre Psychiatrie TARPSY","FP1405","Marco Riguzzi",2011-09-01,0.1771737163,"projekt-detail_689"
"1521","LIDHUM - Literacy Development in the Humanities","IS0703","Otto Kruse",2011-09-01,0.5052135902,"projekt-detail_690"
"1522","Microsoft Office 2010 Kurse fr Studierende","TD1210","Carlo Colicchio",2011-09-01,0.0755268016,"projekt-detail_691"
"1523","RECREATE","TU1104","Leonardo Manfriani",2011-09-01,0.1147634507,"projekt-detail_693"
"1524","Strategische Partnerschaft SECO","IS0902","Andreas Bergmann",2011-09-01,0.0999907059,"projekt-detail_694"
"1525","Virtuelle Arbeitsformen gendergerecht gestalten","IS1202","Nadja Ramsauer",2011-09-01,0.1599246408,"projekt-detail_695"
"1526","Green Roofs for a greener environment","TU1204","Nathalie Baumann",2011-08-31,0.2627325806,"projekt-detail_696"
"1527","Schreibwerkstatt IAM fur die Bundeseinheit fur die Lebensmittelkette (BLK)","IS0703","Aleksandra Gnach",2011-08-09,0.337586879,"projekt-detail_697"
"1528","Bilder-App fr die Tour de Tuwag Areal 2011","MP0701","Petra Lustenberger",2011-08-01,0.0369959227,"projekt-detail_698"
"1529","Dialogische schriftliche Kommunikation","IS0906","Prof. Dr. habil. Ulla Kleinberger",2011-08-01,0.1841049023,"projekt-detail_699"
"1530","Grser-Bestimmungs-App iGrser","FP1403","Manuel Babbi",2011-08-01,0.0750931317,"projekt-detail_700"
"1531","Messinstrument zur psychischen Befindlichkeit in der Schweizerischen Gesundheitsbefragung","TU0804","Thomas Volken",2011-08-01,0.2469373569,"projekt-detail_701"
"1532","Nachhaltige Finanzpolitik Schweiz","ES1106","Reto Schleiniger",2011-08-01,0.0752529314,"projekt-detail_702"
"1533","Reputationsbewirtschaftung","IS1306","Prof. Dr. habil. Ulla Kleinberger",2011-08-01,0.1487908723,"projekt-detail_703"
"1534","Umwelt Arena Spreitenbach: Garten und Nachhaltigkeit","IC1304","Reto Hagenbuch",2011-08-01,0.1054006744,"projekt-detail_704"
"1535","Vorprojekt - GER fr Gebrdensprachen (2012)","IS1006","",2011-08-01,0.2421661251,"projekt-detail_705"
"1536","Wiki","IC0804","Hanno Rahn",2011-08-01,0.1205525749,"projekt-detail_706"
"1537","Study Trip India 2011","TU1204","Ueli Schlatter",2011-07-31,0.0743353705,"projekt-detail_707"
"1538","Stauprognoseverfahren und -systeme","TU0702","Marcel Burkhard",2011-07-25,0.2930467509,"projekt-detail_708"
"1539","Fachplanung Subprojekt FM","MP1208","Susanne  Hofer",2011-07-24,0.1376236464,"projekt-detail_709"
"1540","Consumers and eco-labelling: A repertory grid study","BM1403","Verena Berger",2011-07-01,0.1020793918,"projekt-detail_710"
"1541","Cross-cultural adaption and validation of the CHAMPS physical activity questionnaire for older adults","IS1409","Pierrette Baschung",2011-07-01,0.0653456,"projekt-detail_711"
"1542","Datensafe fr professionelle Benutzer","IC1306","",NA,0.1332700291,"projekt-detail_712"
"1543","Eine neue Online-Marktplattform: schnappundweg.eu","FP1405","",NA,0.0795501868,"projekt-detail_713"
"1544","FM-Servicebarometer","IC1304","Christian Coenen",2011-07-01,0.1484905585,"projekt-detail_714"
"1545","Oranger Garten","TU1201","Doris Tausendpfund",2011-07-01,0.0833077198,"projekt-detail_715"
"1546","Aufgabenbrse","CM1303","Claudia Schmucki",2011-06-08,0.1002905879,"projekt-detail_717"
"1547","Certificate of Advanced Studies (CAS) in Gartentherapie","MP1002","Yvonne Christ",2011-06-01,0.107265645,"projekt-detail_719"
"1548","CPC","TU1401","Antje Sydow",2011-06-01,0.1343669125,"projekt-detail_720"
"1549","Einsatz der Netzwerkanalyse in Organisationen","TD1209","Nicoline Scheidegger",2011-06-01,0.0847153556,"projekt-detail_721"
"1550","FM x 3","IS0605","Susanne  Hofer",2011-06-01,0.0830054811,"projekt-detail_722"
"1551","Jagdplanung fr das Reh im Kanton Zrich","ES0803","Martina Bächtiger ",2011-06-01,0.149277822,"projekt-detail_723"
"1552","Landschaftsentwicklungskonzept  (LEK) Wdenswil","TU0804","Reto Hagenbuch",2011-06-01,0.1198523413,"projekt-detail_724"
"1553","Quartierblten","FA1407","Doris Tausendpfund ",2011-05-20,0.0601088822,"projekt-detail_725"
"1554","Projekt zur regionalen Entwicklung Inszenierung der Landwirtschaft auf dem Panorama-Hhenweg Klosters-Serneus","TD1106","Rebecca  Göpfert",2011-05-12,0.0793439695,"projekt-detail_726"
"1555","Positionierungs- und Kommunikationskonzept fr die School of Engineering der Zrcher Hochschule fr Angewandte Wissenschaften ZHAW","IS0906","Markus Niederhäuser",2011-05-02,0.1378036677,"projekt-detail_727"
"1556","Begutachtung der Ertragszuscheidung CEDAM","FP0804","Armin Bänziger",2011-05-01,0.0869449972,"projekt-detail_728"
"1557","Gastauftritt Bndner Prke NATUR 2012","IS1210","Gwendolin Bitter",2011-05-01,0.1051305712,"projekt-detail_729"
"1558","Gesundheitsforschung in der Schweiz","IS1102","Julie Page",2011-05-01,0.1166885939,"projekt-detail_731"
"1559","Kaiserschnittgeburten: Hufigkeiten Grnde und Konsequenzen","IS0603","",NA,0.0460282235,"projekt-detail_732"
"1560","Respeaking und Audiodeskription","MP0804","Susanne Jekat ",2011-05-01,0.0593781987,"projekt-detail_734"
"1561","Technologiefolgenabschtzung-Studie &quot;Robotik in der Betreuung und Gesundheitsversorgung&quot;","TD1006","Heidrun  Becker",2011-05-01,0.2642026229,"projekt-detail_735"
"1562","Zum Ausdruck von Konzepten in verschiedenen Sprachen am Beispiel des Konzeptes Respekt","IC1207","Susanne Jekat",2011-05-01,0.3000636271,"projekt-detail_736"
"1563","Valedo Movement Lab: Das portable Bewegungslabor misst Bewegungs-Qualitt bei unteren Rckenschmerzen","TD1005","",2011-05-01,0.2298317092,"projekt-detail_737"
"1564","Mobiler Kultur-Kalender Zrich Park Side","ES1201","Roland Gassmann",2011-04-18,0.1197488242,"projekt-detail_738"
"1565","Re-Evaluation Bildungsportale","IS1107","Clemente Minonne",2011-04-13,0.0845997185,"projekt-detail_739"
"1566","Bedarfsanalyse Lssihaus","IS1106","Silvia Gavez ",2011-04-01,0.1256330515,"projekt-detail_740"
"1567","Beitrag der Hofdngerausbringung zu den Ammoniakimmissionen in  lndlichen Gebieten der Schweiz","FP0903","René Locher",2011-04-01,0.1095511248,"projekt-detail_741"
"1568","Entwicklung Tarifsystem Palliative Care","TD1205","Markus Wirz",2011-04-01,0.1366054637,"projekt-detail_742"
"1569","Erstellung und Implementierung eines Selbstkontrollkonzeptes gemss gesetzlichen Vorgaben in einer Grosskche","FA1001","Evelyn Kirchsteiger-Meier",2011-04-01,0.0988145294,"projekt-detail_743"
"1570","FamilyStart Zrich","IS0907","Elisabeth Kurth (Hauptverantwortung)",2011-04-01,0.1256751842,"projekt-detail_744"
"1571","Key Note IAM &quot;Wie Social Media die ffentliche Kommunikation verndern&quot;","IS0906","Guido Keel",2011-04-01,0.3663700062,"projekt-detail_745"
"1572","KTI Projekt Aquakultur Basis57","ES1202","Andreas Graber",2011-04-01,0.1503670823,"projekt-detail_746"
"1573","Modellvorhaben Physiotherapie","MP1304","Astrid Schämann",2011-04-01,0.0822133778,"projekt-detail_747"
"1574","Pflanzendatenbank IUNR","FA1006","Patrick Geiser",2011-04-01,0.114506163,"projekt-detail_748"
"1575","Rckverfolgbarkeit von der Urproduktion bis zum Konsumenten","TU1207","Evelyn Kirchsteiger-Meier",2011-04-01,0.1436722388,"projekt-detail_749"
"1576","Wettbewerbssituation im Schweizer Automobilgewerbe (Berichtsjahre 2008 - 2011)","IC0801","Peter Münch",2011-04-01,0.1496564256,"projekt-detail_750"
"1577","Informationsdichte","IS1404","Felix Steiner",2011-03-30,0.1176194207,"projekt-detail_751"
"1578","EKT  Smart Metering in Uttwil","TU1304","Claudio Cometta",2011-03-28,0.0665277491,"projekt-detail_752"
"1579","Bedarfsanalyse zur Prvention von Jugendgewalt und Problemverhalten in Zrcher Gemeinden","IS1206","Patrik  Manzoni",2011-03-01,0.0997503692,"projekt-detail_753"
"1580","CAT Software und W3C-Standards","BM1308","Martin Kappus",2011-03-01,0.1706351592,"projekt-detail_754"
"1581","Evaluation der ergotherapeutischen Behandlung von Patienten mit Depression in Bezug auf ihre Alltagsbewltigung","IS1002","Julie Page",2011-03-01,0.2787077716,"projekt-detail_755"
"1582","In-House-Coaching: Technologie des Temperierens / Gesetzliche Anforderungen an Nennfllmengen und deren Prfung","FP0804","Evelyn Kirchsteiger-Meier",2011-03-01,0.0504291355,"projekt-detail_756"
"1583","Key Note IAM: Kernbotschaften im Zrcher Wahlkampf","IS1308","Peter Stücheli-Herlach",2011-03-01,0.1156293617,"projekt-detail_757"
"1584","Mehrsprachige Terminologie 1","FP0902","Hellmut Riediger",2011-03-01,0.1423270601,"projekt-detail_758"
"1585","Mobilittsfrdernde Pflegeintervention (MfP) Klinik Valens","TD1205","Lorenz Imhof",2011-03-01,0.1512955351,"projekt-detail_759"
"1586","Nachhaltige Entwicklung gestalten im Kanton St. Gallen","IS1007","Evelyn Lobsiger-Kägi",2011-03-01,0.12991185,"projekt-detail_760"
"1587","Pilatus Certification Verification Engineer","IC0701","Leonardo Manfriani",2011-03-01,0.1371948213,"projekt-detail_761"
"1588","Simulation der Logistik fr das Verwaltungszentrum Guisanplatz 1 Bern","IS0802","Melih Derman",2011-03-01,0.0531170998,"projekt-detail_762"
"1589","Waste Transportation in Sarganserland","TU1004","Peter Kauf",2011-03-01,0.2022181033,"projekt-detail_763"
"1590","Wissenschaftliche Schreibkulturen im Kontrast.","IS0703","",NA,0.320636592,"projekt-detail_764"
"1591","Wohnungssuchende in Winterthur","TU0701","Milena Gehrig",2011-03-01,0.2769578843,"projekt-detail_765"
"1592","New bifunctional drug delivery device","TD1206","Vera Luginbühl",2011-02-21,0.0474830159,"projekt-detail_766"
"1593","Translation and Ergonomics 1","BM1308","Maureen Ehrensberger-Dow",2011-02-21,0.1131492009,"projekt-detail_767"
"1594","Corporate Social Resonsibility und Corporate Volunteering - Bestandesaufnahme in Schweizer Unternehmen","TD1202","",2011-02-15,0.0911842528,"projekt-detail_769"
"1595","Organomimetic skin model production based on a novel bioprinting technology","CM0801","Ursula Graf-Hausner",2011-02-15,0.173833505,"projekt-detail_770"
"1596","Definition von Wildrumen im Kanton Zrich","TD1101","Martina Bächtiger",2011-02-01,0.132005679,"projekt-detail_771"
"1597","Dekubitus-prventives Spitaltextil (Betttuch)","BM1205","Stephanie Mathes",2011-02-01,0.136040703,"projekt-detail_772"
"1598","Dolmetschkompetenzentwicklung","IS1303","Michaela Albl-Mikasa",2011-02-01,0.0791701298,"projekt-detail_773"
"1599","EMI English-medium instruction at ZHAW: Guidelines (2011)","CM0805","Patrick Studer",2011-02-01,0.1151288997,"projekt-detail_774"
"1600","Literale Entwicklung im MSc Studiengang Physiotherapie.","IS0703","",NA,0.099219722,"projekt-detail_775"
"1601","Software fr die automatisierte Pufferherstellung","IC0901","Christiane Zaborosch",2011-02-01,0.1827396042,"projekt-detail_776"
"1602","Statistik frei praktizierender Hebammen in der Schweiz 2010","IC1408","",NA,0.0710869304,"projekt-detail_777"
"1603","Umweltbildung in der Stadt Basel","IS1406","Yvonne Christ",2011-02-01,0.1154785243,"projekt-detail_778"
"1604","ValedoMotion Usability","TD1005","Jan Kool",2011-01-04,0.1527578641,"projekt-detail_779"
"1605","ValedoMotion Validation","ES1305","Jan Kool",2011-01-04,0.1692811388,"projekt-detail_780"
"1606","Recycling von Gemsewaschwasser","FA1103","Urs Baier",2011-01-03,0.1394749423,"projekt-detail_781"
"1607","BMW Guggenheim Lab","TU1104","Josef Kurath",2011-01-01,0.0954451881,"projekt-detail_784"
"1608","Burden of micronutrient deficiencies and cost-effectiveness of interventions with fortified foods","IS1406","Urs Brügger",2011-01-01,0.3177511675,"projekt-detail_785"
"1609","DACH-Landeskundeseminar 2011 (GI)","IS0902","Susanne Paul",2011-01-01,0.0515595141,"projekt-detail_787"
"1610","Das Nausea-Emesis-Kommunikations-Instrument NEKI bei ambulanten Krebspatienten mit hoch-emetogener Chemotherapie.","FP1302","Petra Stolz Baskett",2011-01-01,0.1196042038,"projekt-detail_788"
"1611","Der emotionale Aspekt der Mensch-Maschine-Schnittstelle in der Medizintechnik","MP1106","Catherine Badras",2011-01-01,0.1715450723,"projekt-detail_789"
"1612","Empirische Untersuchung zum Erfolgsbeitrag interaktiver Wertschpfung","IS0906","Helge Kaul",2011-01-01,0.1874332749,"projekt-detail_790"
"1613","Erlebnispfad Thurauen","ES0901","Thomas Hofstetter",2011-01-01,0.1598561903,"projekt-detail_792"
"1614","Forme Footwear Product Testing","TU1406","Christoph Bauer",2011-01-01,0.0614239728,"projekt-detail_795"
"1615","Holzofen","FP1006","Mathias Kinner",2011-01-01,0.1032030617,"projekt-detail_796"
"1616","Kommunikation von sicherheitsrelevanten Aspekten im Umgang mit Produkten aus der Medizintechnik","MP1106","Catherine Badras",2011-01-01,0.1299497092,"projekt-detail_797"
"1617","Managed Care Organisation fr chronische Krankheiten","TU1002","Holger Auerbach",2011-01-01,0.0946353835,"projekt-detail_798"
"1618","Optimale hnlichkeitsbestimmung fr neuartige Kohrenzanalyse und Clustering","IC1202","Thomas Ott",2011-01-01,0.1225856691,"projekt-detail_800"
"1619","Physiotherapy Research Priorities: how are they defined and what is expected?","TU0804","Jan Kool",2011-01-01,0.0949194901,"projekt-detail_801"
"1620","Rubberball  Enhancing Societal Resilience","IS0902","",NA,0.1280298569,"projekt-detail_802"
"1621","Schweizer Bergkartoffeln","FA0907","Annette Bongartz",2011-01-01,0.1372160154,"projekt-detail_803"
"1622","Schweizer Wohlstand zwischen Vergangenheit und Zukunft","TU1304","Frank Hannich",2011-01-01,0.07597838,"projekt-detail_804"
"1623","Simulation des Messezentrums Beaulieu Lausanne","MP1305","Marcel Burkhard",2011-01-01,0.0842377077,"projekt-detail_805"
"1624","Smartpoll - Prfungsvorbereitung fr unterwegs","IC1301","Jennifer Erlemann",2011-01-01,0.084845712,"projekt-detail_806"
"1625","Standortstrategie fr eine Region im Kanton Zrich (Gemeinden)","TU1408","Caroline Brüesch",2011-01-01,0.0818019291,"projekt-detail_807"
"1626","Statistics Support","MP0806","Peter Kauf",2011-01-01,0.2021182094,"projekt-detail_808"
"1627","Strategiemoderation Berufsfachschule","FP1003","Kerstin Pichel",2011-01-01,0.1153818214,"projekt-detail_809"
"1628","TEDD","CM1303","Ursula Graf-Hausner",2011-01-01,0.1428384158,"projekt-detail_812"
"1629","Berufsprofile Insurance","IS0902","Sandra Gisin Schweri",2010-12-21,0.1416239566,"projekt-detail_814"
"1630","SO.NEU.Adliswil","BM1402","Thea Weiss",2010-12-20,0.1083663662,"projekt-detail_815"
"1631","Evaluation Pilotprojekt \&quot;Nachhaltige berufliche Integration\&quot;","TU1204","Esther Forrer Kasteel",2010-12-15,0.1297014056,"projekt-detail_816"
"1632","Funktionsmuster-Entwicklung fr ein kostengnstiges Gangtrainingsgert in der Neurorehabilitation","IC0901","Adrian  Fassbind",2010-12-06,0.1685741426,"projekt-detail_817"
"1633","Automatisierte Diskriminierung von Weinen","IC1408","Thomas Ott",2010-12-01,0.1080717582,"projekt-detail_818"
"1634","Theatre Quality Frame","IS1007","Diana Betzler",2010-12-01,0.0654961599,"projekt-detail_820"
"1635","Umfrageportal IFM","TU0804","Marcel Styger",2010-11-20,0.2601986803,"projekt-detail_821"
"1636","Analyse der Leistungsfelder des Zentrums Inselhof","IS1406","Renate  Stohler ",2010-11-01,0.1072995575,"projekt-detail_823"
"1637","Berufsprofile Banking","IS0902","Suzanne Ziegler",2010-11-01,0.1416239566,"projekt-detail_824"
"1638","Entwicklung von Faserverbundkunststoff-Platten fr ein- und mehrreihigen Holz-FVK-Verbindungen fr die Holzbauindustrie","FP1004","",2010-11-01,0.3365136363,"projekt-detail_825"
"1639","Erlebnispfad im Naturzentrum Thurauen","ES0803","Thomas Hofstetter",2010-11-01,0.0650435509,"projekt-detail_826"
"1640","nationale Lohnstudie Fachhochschulabsolventen Schweiz","IS1004","Daniel von Felten",2010-11-01,0.1142667106,"projekt-detail_827"
"1641","Publikumsbefragung Solothurner Filmtage 11","TU0804","Diana  Betzler",2010-11-01,0.2345822582,"projekt-detail_828"
"1642","Rahmenkonzept Bildung fr Prke und Naturzentren","IS1410","Bruno Scheidegger",2010-11-01,0.0990729669,"projekt-detail_829"
"1643","Social Compliance als Teil von Corporate Responsibility","IS0702","Herbert Winistörfer",2010-11-01,0.1188049013,"projekt-detail_830"
"1644","Transparenz und Verstndlichkeit von Rechnungen fr medizinische Leistungen","FP0804","Catherine Badras",2010-11-01,0.0798721428,"projekt-detail_831"
"1645","Schreibwerkstatt IAM fur die Bundeseinheit fur die Lebensmittelkette (BLK)","IS0703","Aleksandra Gnach",2010-10-27,0.3786987995,"projekt-detail_832"
"1646","Wirtschaftsforum Winterthur","IC0804","Stephan Loretan",2010-10-26,0.0450846066,"projekt-detail_833"
"1647","Key Note IAM: Public Storytelling in Convergent Media","IC1207","Aleksandra Gnach",2010-10-21,0.1736800836,"projekt-detail_834"
"1648","Kapazitive Feuchtigkeitsmessung","ES1004","Mark Jaeggi",2010-10-14,0.1254383499,"projekt-detail_835"
"1649","Lebensmitteltrocknung mit Fuzzy Control","ES0601","Mark Jaeggi",2010-10-14,0.0724406445,"projekt-detail_836"
"1650","Adaptiver Einstufungstest DaF/DaZ","IC1207","",2010-10-01,0.0849448272,"projekt-detail_837"
"1651","Adaptiver Einstufungstest DaF/DaZ (2010-2012)","IS1407","",2010-10-01,0.0844196263,"projekt-detail_838"
"1652","Analyse und Evaluation der Aussenraumgestaltung der Siedlung Glanzenberg 12 und 26-28 in Dietikon Siedlungsgenossenschaft Eigengrund SGE","ES0803","Petra Hagen Hodgson",2010-10-01,0.1662001933,"projekt-detail_839"
"1653","Analytik von Fettsuren aus biotechnologischer Produktion","TD1001","Caspar Demuth",2010-10-01,0.1392716322,"projekt-detail_840"
"1654","Auswahl und Allokation von aktiven und passiven Investments im Rahmen eines Core-Satellite Ansatzes","TU1209","",NA,0.0848708395,"projekt-detail_841"
"1655","Biogene Gterflsse der Schweiz. Update 2009","FA1005","Baum Sebastian",2010-10-01,0.1691742704,"projekt-detail_842"
"1656","Corporate Publishing-Review IAM: Thurgauer Bauer","IS0906","Peter Stücheli-Herlach",2010-10-01,0.0552355109,"projekt-detail_843"
